"","Manufacturer","Product","Gauge.Unit","Gauge","B..Tesla.","Frequency..Hz.","Temperature..C.","Loss..W.kg."
"350","Thyssenkrupp","027-180Y370","mm",0.27,0.6,1000,NA,22.31
"351","Thyssenkrupp","027-180Y370","mm",0.27,0.7,1000,NA,29.32
"352","Thyssenkrupp","027-180Y370","mm",0.27,0.8,1000,NA,37.41
"353","Thyssenkrupp","027-180Y370","mm",0.27,0.9,1000,NA,46.67
"354","Thyssenkrupp","027-180Y370","mm",0.27,1,1000,NA,57.23
"355","Thyssenkrupp","027-180Y370","mm",0.27,1.1,1000,NA,69.5
"356","Thyssenkrupp","027-180Y370","mm",0.27,1.2,1000,NA,83.6
"357","Thyssenkrupp","027-180Y370","mm",0.27,1.3,1000,NA,99.7
"358","Thyssenkrupp","027-180Y370","mm",0.27,1.4,1000,NA,119.39
"359","Thyssenkrupp","027-180Y370","mm",0.27,1.5,1000,NA,144.72
"360","Thyssenkrupp","027-180Y370","mm",0.27,1.6,1000,NA,NA
"361","Thyssenkrupp","027-180Y370","mm",0.27,1.7,1000,NA,NA
"362","Thyssenkrupp","027-180Y370","mm",0.27,1.8,1000,NA,NA
"363","Thyssenkrupp","027-180Y370","mm",0.27,0,2000,NA,NA
"364","Thyssenkrupp","027-180Y370","mm",0.27,0.1,2000,NA,NA
"365","Thyssenkrupp","027-180Y370","mm",0.27,0.2,2000,NA,8.67
"366","Thyssenkrupp","027-180Y370","mm",0.27,0.3,2000,NA,18.33
"367","Thyssenkrupp","027-180Y370","mm",0.27,0.4,2000,NA,30.55
"368","Thyssenkrupp","027-180Y370","mm",0.27,0.5,2000,NA,45.54
"369","Thyssenkrupp","027-180Y370","mm",0.27,0.6,2000,NA,63.43
"370","Thyssenkrupp","027-180Y370","mm",0.27,0.7,2000,NA,84.63
"371","Thyssenkrupp","027-180Y370","mm",0.27,0.8,2000,NA,109.88
"372","Thyssenkrupp","027-180Y370","mm",0.27,0.9,2000,NA,139.49
"373","Thyssenkrupp","027-180Y370","mm",0.27,1,2000,NA,174.03
"374","Thyssenkrupp","027-180Y370","mm",0.27,1.1,2000,NA,215.11
"375","Thyssenkrupp","027-180Y370","mm",0.27,1.2,2000,NA,262.64
"376","Thyssenkrupp","027-180Y370","mm",0.27,1.3,2000,NA,315.08
"377","Thyssenkrupp","027-180Y370","mm",0.27,1.4,2000,NA,378.75
"378","Thyssenkrupp","027-180Y370","mm",0.27,1.5,2000,NA,462.33
"379","Thyssenkrupp","027-180Y370","mm",0.27,1.6,2000,NA,NA
"380","Thyssenkrupp","027-180Y370","mm",0.27,1.7,2000,NA,NA
"381","Thyssenkrupp","027-180Y370","mm",0.27,1.8,2000,NA,NA
"382","Thyssenkrupp","030-160Y420","mm",0.3,0,50,NA,NA
"383","Thyssenkrupp","030-160Y420","mm",0.3,0.1,50,NA,NA
"384","Thyssenkrupp","030-160Y420","mm",0.3,0.2,50,NA,NA
"385","Thyssenkrupp","030-160Y420","mm",0.3,0.3,50,NA,NA
"386","Thyssenkrupp","030-160Y420","mm",0.3,0.4,50,NA,NA
"387","Thyssenkrupp","030-160Y420","mm",0.3,0.5,50,NA,0.33
"388","Thyssenkrupp","030-160Y420","mm",0.3,0.6,50,NA,0.45
"389","Thyssenkrupp","030-160Y420","mm",0.3,0.7,50,NA,0.57
"390","Thyssenkrupp","030-160Y420","mm",0.3,0.8,50,NA,0.71
"391","Thyssenkrupp","030-160Y420","mm",0.3,0.9,50,NA,0.87
"392","Thyssenkrupp","030-160Y420","mm",0.3,1,50,NA,1.04
"393","Thyssenkrupp","030-160Y420","mm",0.3,1.1,50,NA,1.22
"394","Thyssenkrupp","030-160Y420","mm",0.3,1.2,50,NA,1.44
"395","Thyssenkrupp","030-160Y420","mm",0.3,1.3,50,NA,1.7
"396","Thyssenkrupp","030-160Y420","mm",0.3,1.4,50,NA,2.01
"397","Thyssenkrupp","030-160Y420","mm",0.3,1.5,50,NA,2.37
"398","Thyssenkrupp","030-160Y420","mm",0.3,1.6,50,NA,2.66
"399","Thyssenkrupp","030-160Y420","mm",0.3,1.7,50,NA,2.92
"400","Thyssenkrupp","030-160Y420","mm",0.3,1.8,50,NA,3.27
"401","Thyssenkrupp","030-160Y420","mm",0.3,0,60,NA,NA
"402","Thyssenkrupp","030-160Y420","mm",0.3,0.1,60,NA,NA
"403","Thyssenkrupp","030-160Y420","mm",0.3,0.2,60,NA,NA
"404","Thyssenkrupp","030-160Y420","mm",0.3,0.3,60,NA,NA
"405","Thyssenkrupp","030-160Y420","mm",0.3,0.4,60,NA,NA
"406","Thyssenkrupp","030-160Y420","mm",0.3,0.5,60,NA,0.41
"407","Thyssenkrupp","030-160Y420","mm",0.3,0.6,60,NA,0.55
"408","Thyssenkrupp","030-160Y420","mm",0.3,0.7,60,NA,0.71
"409","Thyssenkrupp","030-160Y420","mm",0.3,0.8,60,NA,0.88
"410","Thyssenkrupp","030-160Y420","mm",0.3,0.9,60,NA,1.07
"411","Thyssenkrupp","030-160Y420","mm",0.3,1,60,NA,1.28
"412","Thyssenkrupp","030-160Y420","mm",0.3,1.1,60,NA,1.52
"413","Thyssenkrupp","030-160Y420","mm",0.3,1.2,60,NA,1.78
"414","Thyssenkrupp","030-160Y420","mm",0.3,1.3,60,NA,2.11
"415","Thyssenkrupp","030-160Y420","mm",0.3,1.4,60,NA,2.49
"416","Thyssenkrupp","030-160Y420","mm",0.3,1.5,60,NA,2.94
"417","Thyssenkrupp","030-160Y420","mm",0.3,1.6,60,NA,3.3
"418","Thyssenkrupp","030-160Y420","mm",0.3,1.7,60,NA,3.69
"419","Thyssenkrupp","030-160Y420","mm",0.3,1.8,60,NA,4.05
"420","Thyssenkrupp","030-160Y420","mm",0.3,1.9,60,NA,4.31
"421","Thyssenkrupp","030-160Y420","mm",0.3,0,400,NA,NA
"422","Thyssenkrupp","030-160Y420","mm",0.3,0.1,400,NA,NA
"423","Thyssenkrupp","030-160Y420","mm",0.3,0.2,400,NA,0.84
"424","Thyssenkrupp","030-160Y420","mm",0.3,0.3,400,NA,1.81
"425","Thyssenkrupp","030-160Y420","mm",0.3,0.4,400,NA,3.03
"426","Thyssenkrupp","030-160Y420","mm",0.3,0.5,400,NA,4.48
"427","Thyssenkrupp","030-160Y420","mm",0.3,0.6,400,NA,6.15
"428","Thyssenkrupp","030-160Y420","mm",0.3,0.7,400,NA,8.05
"429","Thyssenkrupp","030-160Y420","mm",0.3,0.8,400,NA,10.21
"430","Thyssenkrupp","030-160Y420","mm",0.3,0.9,400,NA,12.6
"431","Thyssenkrupp","030-160Y420","mm",0.3,1,400,NA,15.3
"432","Thyssenkrupp","030-160Y420","mm",0.3,1.1,400,NA,18.35
"433","Thyssenkrupp","030-160Y420","mm",0.3,1.2,400,NA,21.82
"434","Thyssenkrupp","030-160Y420","mm",0.3,1.3,400,NA,25.86
"435","Thyssenkrupp","030-160Y420","mm",0.3,1.4,400,NA,31.01
"436","Thyssenkrupp","030-160Y420","mm",0.3,1.5,400,NA,37.48
"437","Thyssenkrupp","030-160Y420","mm",0.3,1.6,400,NA,NA
"438","Thyssenkrupp","030-160Y420","mm",0.3,1.7,400,NA,NA
"439","Thyssenkrupp","030-160Y420","mm",0.3,1.8,400,NA,NA
"440","Thyssenkrupp","030-160Y420","mm",0.3,0,1000,NA,NA
"441","Thyssenkrupp","030-160Y420","mm",0.3,0.1,1000,NA,NA
"442","Thyssenkrupp","030-160Y420","mm",0.3,0.2,1000,NA,3.2
"443","Thyssenkrupp","030-160Y420","mm",0.3,0.3,1000,NA,6.79
"444","Thyssenkrupp","030-160Y420","mm",0.3,0.4,1000,NA,11.35
"445","Thyssenkrupp","030-160Y420","mm",0.3,0.5,1000,NA,16.93
"446","Thyssenkrupp","030-160Y420","mm",0.3,0.6,1000,NA,23.51
"447","Thyssenkrupp","030-160Y420","mm",0.3,0.7,1000,NA,31.16
"448","Thyssenkrupp","030-160Y420","mm",0.3,0.8,1000,NA,40.1
"449","Thyssenkrupp","030-160Y420","mm",0.3,0.9,1000,NA,50.47
"450","Thyssenkrupp","030-160Y420","mm",0.3,1,1000,NA,62.5
"451","Thyssenkrupp","030-160Y420","mm",0.3,1.1,1000,NA,76.56
"452","Thyssenkrupp","030-160Y420","mm",0.3,1.2,1000,NA,92.84
"453","Thyssenkrupp","030-160Y420","mm",0.3,1.3,1000,NA,111.5
"454","Thyssenkrupp","030-160Y420","mm",0.3,1.4,1000,NA,134.11
"455","Thyssenkrupp","030-160Y420","mm",0.3,1.5,1000,NA,163.52
"456","Thyssenkrupp","030-160Y420","mm",0.3,1.6,1000,NA,NA
"457","Thyssenkrupp","030-160Y420","mm",0.3,1.7,1000,NA,NA
"458","Thyssenkrupp","030-160Y420","mm",0.3,1.8,1000,NA,NA
"459","Thyssenkrupp","030-160Y420","mm",0.3,0,2000,NA,NA
"460","Thyssenkrupp","030-160Y420","mm",0.3,0.1,2000,NA,NA
"461","Thyssenkrupp","030-160Y420","mm",0.3,0.2,2000,NA,9.31
"462","Thyssenkrupp","030-160Y420","mm",0.3,0.3,2000,NA,19.48
"463","Thyssenkrupp","030-160Y420","mm",0.3,0.4,2000,NA,32.53
"464","Thyssenkrupp","030-160Y420","mm",0.3,0.5,2000,NA,48.79
"465","Thyssenkrupp","030-160Y420","mm",0.3,0.6,2000,NA,68.62
"466","Thyssenkrupp","030-160Y420","mm",0.3,0.7,2000,NA,92.44
"467","Thyssenkrupp","030-160Y420","mm",0.3,0.8,2000,NA,121.43
"468","Thyssenkrupp","030-160Y420","mm",0.3,0.9,2000,NA,155.81
"469","Thyssenkrupp","030-160Y420","mm",0.3,1,2000,NA,196.89
"470","Thyssenkrupp","030-160Y420","mm",0.3,1.1,2000,NA,244.89
"471","Thyssenkrupp","030-160Y420","mm",0.3,1.2,2000,NA,303.62
"472","Thyssenkrupp","030-160Y420","mm",0.3,1.3,2000,NA,370.31
"473","Thyssenkrupp","030-160Y420","mm",0.3,1.4,2000,NA,NA
"474","Thyssenkrupp","030-160Y420","mm",0.3,1.5,2000,NA,NA
"475","Thyssenkrupp","030-160Y420","mm",0.3,1.6,2000,NA,NA
"476","Thyssenkrupp","030-160Y420","mm",0.3,1.7,2000,NA,NA
"477","Thyssenkrupp","030-160Y420","mm",0.3,1.8,2000,NA,NA
"478","Thyssenkrupp","032-190Y330","mm",0.32,0,50,NA,NA
"479","Thyssenkrupp","032-190Y330","mm",0.32,0.1,50,NA,NA
"480","Thyssenkrupp","032-190Y330","mm",0.32,0.2,50,NA,NA
"481","Thyssenkrupp","032-190Y330","mm",0.32,0.3,50,NA,NA
"482","Thyssenkrupp","032-190Y330","mm",0.32,0.4,50,NA,NA
"483","Thyssenkrupp","032-190Y330","mm",0.32,0.5,50,NA,0.37
"484","Thyssenkrupp","032-190Y330","mm",0.32,0.6,50,NA,0.49
"485","Thyssenkrupp","032-190Y330","mm",0.32,0.7,50,NA,0.63
"486","Thyssenkrupp","032-190Y330","mm",0.32,0.8,50,NA,0.78
"487","Thyssenkrupp","032-190Y330","mm",0.32,0.9,50,NA,0.94
"488","Thyssenkrupp","032-190Y330","mm",0.32,1,50,NA,1.12
"489","Thyssenkrupp","032-190Y330","mm",0.32,1.1,50,NA,1.32
"490","Thyssenkrupp","032-190Y330","mm",0.32,1.2,50,NA,1.54
"491","Thyssenkrupp","032-190Y330","mm",0.32,1.3,50,NA,1.81
"492","Thyssenkrupp","032-190Y330","mm",0.32,1.4,50,NA,2.11
"493","Thyssenkrupp","032-190Y330","mm",0.32,1.5,50,NA,2.51
"494","Thyssenkrupp","032-190Y330","mm",0.32,1.6,50,NA,2.87
"495","Thyssenkrupp","032-190Y330","mm",0.32,1.7,50,NA,3.18
"496","Thyssenkrupp","032-190Y330","mm",0.32,1.8,50,NA,3.46
"497","Thyssenkrupp","032-190Y330","mm",0.32,0,60,NA,NA
"498","Thyssenkrupp","032-190Y330","mm",0.32,0.1,60,NA,NA
"499","Thyssenkrupp","032-190Y330","mm",0.32,0.2,60,NA,NA
"500","Thyssenkrupp","032-190Y330","mm",0.32,0.3,60,NA,NA
"501","Thyssenkrupp","032-190Y330","mm",0.32,0.4,60,NA,NA
"502","Thyssenkrupp","032-190Y330","mm",0.32,0.5,60,NA,0.45
"503","Thyssenkrupp","032-190Y330","mm",0.32,0.6,60,NA,0.61
"504","Thyssenkrupp","032-190Y330","mm",0.32,0.7,60,NA,0.78
"505","Thyssenkrupp","032-190Y330","mm",0.32,0.8,60,NA,0.96
"506","Thyssenkrupp","032-190Y330","mm",0.32,0.9,60,NA,1.17
"507","Thyssenkrupp","032-190Y330","mm",0.32,1,60,NA,1.39
"508","Thyssenkrupp","032-190Y330","mm",0.32,1.1,60,NA,1.64
"509","Thyssenkrupp","032-190Y330","mm",0.32,1.2,60,NA,1.91
"510","Thyssenkrupp","032-190Y330","mm",0.32,1.3,60,NA,2.24
"511","Thyssenkrupp","032-190Y330","mm",0.32,1.4,60,NA,2.62
"512","Thyssenkrupp","032-190Y330","mm",0.32,1.5,60,NA,3.11
"513","Thyssenkrupp","032-190Y330","mm",0.32,1.6,60,NA,3.55
"514","Thyssenkrupp","032-190Y330","mm",0.32,1.7,60,NA,3.94
"515","Thyssenkrupp","032-190Y330","mm",0.32,1.8,60,NA,4.31
"516","Thyssenkrupp","032-190Y330","mm",0.32,1.9,60,NA,NA
"517","Thyssenkrupp","032-190Y330","mm",0.32,0,400,NA,NA
"518","Thyssenkrupp","032-190Y330","mm",0.32,0.1,400,NA,NA
"519","Thyssenkrupp","032-190Y330","mm",0.32,0.2,400,NA,0.95
"520","Thyssenkrupp","032-190Y330","mm",0.32,0.3,400,NA,2.03
"521","Thyssenkrupp","032-190Y330","mm",0.32,0.4,400,NA,3.39
"522","Thyssenkrupp","032-190Y330","mm",0.32,0.5,400,NA,4.99
"523","Thyssenkrupp","032-190Y330","mm",0.32,0.6,400,NA,6.83
"524","Thyssenkrupp","032-190Y330","mm",0.32,0.7,400,NA,8.93
"525","Thyssenkrupp","032-190Y330","mm",0.32,0.8,400,NA,11.27
"526","Thyssenkrupp","032-190Y330","mm",0.32,0.9,400,NA,13.91
"527","Thyssenkrupp","032-190Y330","mm",0.32,1,400,NA,16.87
"528","Thyssenkrupp","032-190Y330","mm",0.32,1.1,400,NA,20.18
"529","Thyssenkrupp","032-190Y330","mm",0.32,1.2,400,NA,23.97
"530","Thyssenkrupp","032-190Y330","mm",0.32,1.3,400,NA,28.33
"531","Thyssenkrupp","032-190Y330","mm",0.32,1.4,400,NA,33.57
"532","Thyssenkrupp","032-190Y330","mm",0.32,1.5,400,NA,NA
"533","Thyssenkrupp","032-190Y330","mm",0.32,1.6,400,NA,NA
"534","Thyssenkrupp","032-190Y330","mm",0.32,1.7,400,NA,NA
"535","Thyssenkrupp","032-190Y330","mm",0.32,1.8,400,NA,NA
"536","Thyssenkrupp","032-190Y330","mm",0.32,0,1000,NA,NA
"537","Thyssenkrupp","032-190Y330","mm",0.32,0.1,1000,NA,NA
"538","Thyssenkrupp","032-190Y330","mm",0.32,0.2,1000,NA,3.63
"539","Thyssenkrupp","032-190Y330","mm",0.32,0.3,1000,NA,7.62
"540","Thyssenkrupp","032-190Y330","mm",0.32,0.4,1000,NA,12.74
"541","Thyssenkrupp","032-190Y330","mm",0.32,0.5,1000,NA,18.86
"542","Thyssenkrupp","032-190Y330","mm",0.32,0.6,1000,NA,26.17
"543","Thyssenkrupp","032-190Y330","mm",0.32,0.7,1000,NA,34.75
"544","Thyssenkrupp","032-190Y330","mm",0.32,0.8,1000,NA,44.76
"545","Thyssenkrupp","032-190Y330","mm",0.32,0.9,1000,NA,56.28
"546","Thyssenkrupp","032-190Y330","mm",0.32,1,1000,NA,69.82
"547","Thyssenkrupp","032-190Y330","mm",0.32,1.1,1000,NA,85.41
"548","Thyssenkrupp","032-190Y330","mm",0.32,1.2,1000,NA,103.56
"549","Thyssenkrupp","032-190Y330","mm",0.32,1.3,1000,NA,124.53
"550","Thyssenkrupp","032-190Y330","mm",0.32,1.4,1000,NA,149.25
"551","Thyssenkrupp","032-190Y330","mm",0.32,1.5,1000,NA,NA
"552","Thyssenkrupp","032-190Y330","mm",0.32,1.6,1000,NA,NA
"553","Thyssenkrupp","032-190Y330","mm",0.32,1.7,1000,NA,NA
"554","Thyssenkrupp","032-190Y330","mm",0.32,1.8,1000,NA,NA
"555","Thyssenkrupp","032-190Y330","mm",0.32,0,2000,NA,NA
"556","Thyssenkrupp","032-190Y330","mm",0.32,0.1,2000,NA,NA
"557","Thyssenkrupp","032-190Y330","mm",0.32,0.2,2000,NA,10.47
"558","Thyssenkrupp","032-190Y330","mm",0.32,0.3,2000,NA,21.59
"559","Thyssenkrupp","032-190Y330","mm",0.32,0.4,2000,NA,36.02
"560","Thyssenkrupp","032-190Y330","mm",0.32,0.5,2000,NA,53.9
"561","Thyssenkrupp","032-190Y330","mm",0.32,0.6,2000,NA,76.07
"562","Thyssenkrupp","032-190Y330","mm",0.32,0.7,2000,NA,103.21
"563","Thyssenkrupp","032-190Y330","mm",0.32,0.8,2000,NA,135.79
"564","Thyssenkrupp","032-190Y330","mm",0.32,0.9,2000,NA,174.56
"565","Thyssenkrupp","032-190Y330","mm",0.32,1,2000,NA,221.17
"566","Thyssenkrupp","032-190Y330","mm",0.32,1.1,2000,NA,276.54
"567","Thyssenkrupp","032-190Y330","mm",0.32,1.2,2000,NA,340.95
"568","Thyssenkrupp","032-190Y330","mm",0.32,1.3,2000,NA,NA
"569","Thyssenkrupp","032-190Y330","mm",0.32,1.4,2000,NA,NA
"570","Thyssenkrupp","032-190Y330","mm",0.32,1.5,2000,NA,NA
"571","Thyssenkrupp","032-190Y330","mm",0.32,1.6,2000,NA,NA
"572","Thyssenkrupp","032-190Y330","mm",0.32,1.7,2000,NA,NA
"573","Thyssenkrupp","032-190Y330","mm",0.32,1.8,2000,NA,NA
"574","Thyssenkrupp","035-170Y410","mm",0.35,0,50,NA,NA
"575","Thyssenkrupp","035-170Y410","mm",0.35,0.1,50,NA,NA
"576","Thyssenkrupp","035-170Y410","mm",0.35,0.2,50,NA,NA
"577","Thyssenkrupp","035-170Y410","mm",0.35,0.3,50,NA,NA
"578","Thyssenkrupp","035-170Y410","mm",0.35,0.4,50,NA,NA
"579","Thyssenkrupp","035-170Y410","mm",0.35,0.5,50,NA,0.3
"580","Thyssenkrupp","035-170Y410","mm",0.35,0.6,50,NA,0.41
"581","Thyssenkrupp","035-170Y410","mm",0.35,0.7,50,NA,0.52
"582","Thyssenkrupp","035-170Y410","mm",0.35,0.8,50,NA,0.64
"583","Thyssenkrupp","035-170Y410","mm",0.35,0.9,50,NA,0.78
"584","Thyssenkrupp","035-170Y410","mm",0.35,1,50,NA,0.92
"585","Thyssenkrupp","035-170Y410","mm",0.35,1.1,50,NA,1.08
"586","Thyssenkrupp","035-170Y410","mm",0.35,1.2,50,NA,1.27
"587","Thyssenkrupp","035-170Y410","mm",0.35,1.3,50,NA,1.49
"588","Thyssenkrupp","035-170Y410","mm",0.35,1.4,50,NA,1.76
"589","Thyssenkrupp","035-170Y410","mm",0.35,1.5,50,NA,2.09
"590","Thyssenkrupp","035-170Y410","mm",0.35,1.6,50,NA,2.4
"591","Thyssenkrupp","035-170Y410","mm",0.35,1.7,50,NA,2.67
"592","Thyssenkrupp","035-170Y410","mm",0.35,1.8,50,NA,2.94
"593","Thyssenkrupp","035-170Y410","mm",0.35,0,60,NA,NA
"594","Thyssenkrupp","035-170Y410","mm",0.35,0.1,60,NA,NA
"595","Thyssenkrupp","035-170Y410","mm",0.35,0.2,60,NA,NA
"596","Thyssenkrupp","035-170Y410","mm",0.35,0.3,60,NA,NA
"597","Thyssenkrupp","035-170Y410","mm",0.35,0.4,60,NA,NA
"598","Thyssenkrupp","035-170Y410","mm",0.35,0.5,60,NA,0.38
"599","Thyssenkrupp","035-170Y410","mm",0.35,0.6,60,NA,0.51
"600","Thyssenkrupp","035-170Y410","mm",0.35,0.7,60,NA,0.65
"601","Thyssenkrupp","035-170Y410","mm",0.35,0.8,60,NA,0.8
"602","Thyssenkrupp","035-170Y410","mm",0.35,0.9,60,NA,0.97
"603","Thyssenkrupp","035-170Y410","mm",0.35,1,60,NA,1.15
"604","Thyssenkrupp","035-170Y410","mm",0.35,1.1,60,NA,1.36
"605","Thyssenkrupp","035-170Y410","mm",0.35,1.2,60,NA,1.59
"606","Thyssenkrupp","035-170Y410","mm",0.35,1.3,60,NA,1.87
"607","Thyssenkrupp","035-170Y410","mm",0.35,1.4,60,NA,2.2
"608","Thyssenkrupp","035-170Y410","mm",0.35,1.5,60,NA,2.62
"609","Thyssenkrupp","035-170Y410","mm",0.35,1.6,60,NA,3
"610","Thyssenkrupp","035-170Y410","mm",0.35,1.7,60,NA,3.35
"611","Thyssenkrupp","035-170Y410","mm",0.35,1.8,60,NA,3.76
"612","Thyssenkrupp","035-170Y410","mm",0.35,0,400,NA,NA
"613","Thyssenkrupp","035-170Y410","mm",0.35,0.1,400,NA,NA
"614","Thyssenkrupp","035-170Y410","mm",0.35,0.2,400,NA,0.87
"615","Thyssenkrupp","035-170Y410","mm",0.35,0.3,400,NA,1.84
"616","Thyssenkrupp","035-170Y410","mm",0.35,0.4,400,NA,3.05
"617","Thyssenkrupp","035-170Y410","mm",0.35,0.5,400,NA,4.49
"618","Thyssenkrupp","035-170Y410","mm",0.35,0.6,400,NA,6.15
"619","Thyssenkrupp","035-170Y410","mm",0.35,0.7,400,NA,8.05
"620","Thyssenkrupp","035-170Y410","mm",0.35,0.8,400,NA,10.22
"621","Thyssenkrupp","035-170Y410","mm",0.35,0.9,400,NA,12.66
"622","Thyssenkrupp","035-170Y410","mm",0.35,1,400,NA,15.39
"623","Thyssenkrupp","035-170Y410","mm",0.35,1.1,400,NA,18.54
"624","Thyssenkrupp","035-170Y410","mm",0.35,1.2,400,NA,22.16
"625","Thyssenkrupp","035-170Y410","mm",0.35,1.3,400,NA,26.36
"626","Thyssenkrupp","035-170Y410","mm",0.35,1.4,400,NA,31.44
"627","Thyssenkrupp","035-170Y410","mm",0.35,1.5,400,NA,NA
"628","Thyssenkrupp","035-170Y410","mm",0.35,1.6,400,NA,NA
"629","Thyssenkrupp","035-170Y410","mm",0.35,1.7,400,NA,NA
"630","Thyssenkrupp","035-170Y410","mm",0.35,1.8,400,NA,NA
"631","Thyssenkrupp","035-170Y410","mm",0.35,0,1000,NA,NA
"632","Thyssenkrupp","035-170Y410","mm",0.35,0.1,1000,NA,NA
"633","Thyssenkrupp","035-170Y410","mm",0.35,0.2,1000,NA,3.4
"634","Thyssenkrupp","035-170Y410","mm",0.35,0.3,1000,NA,7.08
"635","Thyssenkrupp","035-170Y410","mm",0.35,0.4,1000,NA,11.73
"636","Thyssenkrupp","035-170Y410","mm",0.35,0.5,1000,NA,17.45
"637","Thyssenkrupp","035-170Y410","mm",0.35,0.6,1000,NA,24.27
"638","Thyssenkrupp","035-170Y410","mm",0.35,0.7,1000,NA,32.33
"639","Thyssenkrupp","035-170Y410","mm",0.35,0.8,1000,NA,41.76
"640","Thyssenkrupp","035-170Y410","mm",0.35,0.9,1000,NA,52.9
"641","Thyssenkrupp","035-170Y410","mm",0.35,1,1000,NA,65.94
"642","Thyssenkrupp","035-170Y410","mm",0.35,1.1,1000,NA,81.12
"643","Thyssenkrupp","035-170Y410","mm",0.35,1.2,1000,NA,98.96
"644","Thyssenkrupp","035-170Y410","mm",0.35,1.3,1000,NA,120.16
"645","Thyssenkrupp","035-170Y410","mm",0.35,1.4,1000,NA,145.48
"646","Thyssenkrupp","035-170Y410","mm",0.35,1.5,1000,NA,NA
"647","Thyssenkrupp","035-170Y410","mm",0.35,1.6,1000,NA,NA
"648","Thyssenkrupp","035-170Y410","mm",0.35,1.7,1000,NA,NA
"649","Thyssenkrupp","035-170Y410","mm",0.35,1.8,1000,NA,NA
"650","Thyssenkrupp","035-170Y410","mm",0.35,0,2000,NA,NA
"651","Thyssenkrupp","035-170Y410","mm",0.35,0.1,2000,NA,NA
"652","Thyssenkrupp","035-170Y410","mm",0.35,0.2,2000,NA,9.9
"653","Thyssenkrupp","035-170Y410","mm",0.35,0.3,2000,NA,20.37
"654","Thyssenkrupp","035-170Y410","mm",0.35,0.4,2000,NA,33.89
"655","Thyssenkrupp","035-170Y410","mm",0.35,0.5,2000,NA,50.93
"656","Thyssenkrupp","035-170Y410","mm",0.35,0.6,2000,NA,72.02
"657","Thyssenkrupp","035-170Y410","mm",0.35,0.7,2000,NA,98
"658","Thyssenkrupp","035-170Y410","mm",0.35,0.8,2000,NA,129.52
"659","Thyssenkrupp","035-170Y410","mm",0.35,0.9,2000,NA,167.95
"660","Thyssenkrupp","035-170Y410","mm",0.35,1,2000,NA,213.78
"661","Thyssenkrupp","035-170Y410","mm",0.35,1.1,2000,NA,268.3
"662","Thyssenkrupp","035-170Y410","mm",0.35,1.2,2000,NA,334.35
"663","Thyssenkrupp","035-170Y410","mm",0.35,1.3,2000,NA,NA
"664","Thyssenkrupp","035-170Y410","mm",0.35,1.4,2000,NA,NA
"665","Thyssenkrupp","035-170Y410","mm",0.35,1.5,2000,NA,NA
"666","Thyssenkrupp","035-170Y410","mm",0.35,1.6,2000,NA,NA
"667","Thyssenkrupp","035-170Y410","mm",0.35,1.7,2000,NA,NA
"668","Thyssenkrupp","035-170Y410","mm",0.35,1.8,2000,NA,NA
"669","Thyssenkrupp","035-180Y400","mm",0.35,0,50,NA,NA
"670","Thyssenkrupp","035-180Y400","mm",0.35,0.1,50,NA,NA
"671","Thyssenkrupp","035-180Y400","mm",0.35,0.2,50,NA,NA
"672","Thyssenkrupp","035-180Y400","mm",0.35,0.3,50,NA,NA
"673","Thyssenkrupp","035-180Y400","mm",0.35,0.4,50,NA,NA
"674","Thyssenkrupp","035-180Y400","mm",0.35,0.5,50,NA,0.3
"675","Thyssenkrupp","035-180Y400","mm",0.35,0.6,50,NA,0.41
"676","Thyssenkrupp","035-180Y400","mm",0.35,0.7,50,NA,0.53
"677","Thyssenkrupp","035-180Y400","mm",0.35,0.8,50,NA,0.66
"678","Thyssenkrupp","035-180Y400","mm",0.35,0.9,50,NA,0.81
"679","Thyssenkrupp","035-180Y400","mm",0.35,1,50,NA,0.96
"680","Thyssenkrupp","035-180Y400","mm",0.35,1.1,50,NA,1.14
"681","Thyssenkrupp","035-180Y400","mm",0.35,1.2,50,NA,1.35
"682","Thyssenkrupp","035-180Y400","mm",0.35,1.3,50,NA,1.61
"683","Thyssenkrupp","035-180Y400","mm",0.35,1.4,50,NA,1.92
"684","Thyssenkrupp","035-180Y400","mm",0.35,1.5,50,NA,2.28
"685","Thyssenkrupp","035-180Y400","mm",0.35,1.6,50,NA,2.59
"686","Thyssenkrupp","035-180Y400","mm",0.35,1.7,50,NA,2.9
"687","Thyssenkrupp","035-180Y400","mm",0.35,1.8,50,NA,3.22
"688","Thyssenkrupp","035-180Y400","mm",0.35,0,60,NA,NA
"689","Thyssenkrupp","035-180Y400","mm",0.35,0.1,60,NA,NA
"690","Thyssenkrupp","035-180Y400","mm",0.35,0.2,60,NA,NA
"691","Thyssenkrupp","035-180Y400","mm",0.35,0.3,60,NA,NA
"692","Thyssenkrupp","035-180Y400","mm",0.35,0.4,60,NA,NA
"693","Thyssenkrupp","035-180Y400","mm",0.35,0.5,60,NA,0.38
"694","Thyssenkrupp","035-180Y400","mm",0.35,0.6,60,NA,0.52
"695","Thyssenkrupp","035-180Y400","mm",0.35,0.7,60,NA,0.67
"696","Thyssenkrupp","035-180Y400","mm",0.35,0.8,60,NA,0.83
"697","Thyssenkrupp","035-180Y400","mm",0.35,0.9,60,NA,1.01
"698","Thyssenkrupp","035-180Y400","mm",0.35,1,60,NA,1.21
